station,longitude,latitude,year,month,date,比湿_gkg_500hPa,比湿_gkg_700hPa,比湿_gkg_850hPa,比湿_gkg_925hPa,比湿_gkg_1000hPa,水汽通量_kg_ms_500hPa,水汽通量_kg_ms_700hPa,水汽通量_kg_ms_850hPa,水汽通量_kg_ms_925hPa,水汽通量_kg_ms_1000hPa,温度_℃_200hPa,温度_℃_500hPa,温度_℃_700hPa,温度_℃_850hPa,温度_℃_925hPa,温度_℃_1000hPa,露点温度_℃_500hPa,露点温度_℃_700hPa,露点温度_℃_850hPa,露点温度_℃_925hPa,露点温度_℃_1000hPa,风向_度_200hPa,风向_度_500hPa,风向_度_700hPa,风向_度_850hPa,风向_度_925hPa,风向_度_1000hPa,风速_ms_200hPa,风速_ms_500hPa,风速_ms_700hPa,风速_ms_850hPa,风速_ms_925hPa,风速_ms_1000hPa,K指数_℃,Showalter指数_℃,LCL高度_m_850hPa,整层水汽通量_kg_ms
Baise,107.5,25.0,2011,1,2011-01,0.462,3.797,4.185,4.131,4.831,0.001421,0.006145,0.001132,0.001707,0.001577,-52.06,-10.15,0.83,1.31,2.54,5.86,-33.33,-4.92,-1.01,-0.02,3.24,251.15,265.8,262.1,149.67,77.16,63.27,51.47,30.17,15.87,2.65,4.05,3.2,4.71,17.01,289.44,0.011982
Baise,107.5,25.0,2011,2,2011-02,0.388,3.322,7.105,7.769,9.307,0.000925,0.004899,0.00414,0.002666,0.002382,-51.52,-10.09,4.91,9.03,11.76,15.65,-35.1,-6.67,6.38,8.92,12.77,262.67,270.42,260.41,198.47,148.86,134.84,45.37,23.39,14.46,5.71,3.36,2.51,13.93,3.14,330.91,0.015013
Baise,107.5,25.0,2011,3,2011-03,1.043,4.588,6.629,7.401,9.011,0.002367,0.005612,0.002002,0.002024,0.00183,-52.11,-9.52,3.99,7.59,10.82,14.94,-24.63,-2.41,5.39,8.21,12.28,253.48,264.64,258.41,159.85,97.28,87.41,45.68,22.26,11.99,2.96,2.68,1.99,16.11,6.18,274.79,0.013835
Baise,107.5,25.0,2011,4,2011-04,1.393,5.849,10.227,12.282,14.956,0.002293,0.004889,0.005154,0.003724,0.003427,-52.89,-7.17,7.64,15.06,19.29,23.69,-21.37,0.89,11.71,15.77,20.07,263.56,270.18,259.1,189.79,165.59,157.77,37.37,16.14,8.2,4.94,2.97,2.25,27.19,-7.2,419.11,0.019487
Baise,107.5,25.0,2011,5,2011-05,2.398,6.105,11.364,14.842,17.589,0.002214,0.003447,0.003321,0.002603,0.002442,-50.35,-4.74,10.35,17.11,20.89,24.92,-14.98,1.48,13.28,18.7,22.65,283.25,260.46,252.12,183.8,132.41,111.1,19.89,9.06,5.54,2.87,1.72,1.36,26.27,-9.57,478.13,0.014028
Baise,107.5,25.0,2011,6,2011-06,4.0,9.833,15.762,19.796,23.305,0.001775,0.004548,0.00815,0.006658,0.0056,-48.95,-2.41,11.73,20.0,24.31,28.31,-8.63,8.23,18.29,23.26,27.22,314.65,243.67,227.23,180.9,151.18,121.46,4.65,4.35,4.54,5.07,3.3,2.36,37.2,-20.0,213.75,0.026731
Baise,107.5,25.0,2011,7,2011-07,2.458,7.936,14.449,19.364,22.58,0.00045,0.002306,0.005479,0.004358,0.004098,-48.21,-2.45,12.07,20.74,24.81,28.67,-14.68,5.15,16.94,22.91,26.7,73.61,185.11,205.58,170.71,148.9,130.67,8.26,1.8,2.85,3.72,2.21,1.78,33.22,-18.65,474.69,0.016692
Baise,107.5,25.0,2011,8,2011-08,2.882,7.284,13.349,18.548,21.591,0.000376,0.001207,0.00414,0.003536,0.0029,-49.11,-3.58,11.1,20.15,24.13,27.93,-12.73,3.94,15.73,22.22,25.96,76.69,207.97,197.54,170.54,152.61,138.08,3.65,1.28,1.63,3.04,1.87,1.32,32.3,-16.4,552.92,0.012159
Baise,107.5,25.0,2011,9,2011-09,3.113,8.529,12.642,16.476,19.204,0.00041,0.002302,0.005341,0.004593,0.003214,-50.0,-3.29,10.49,17.84,21.58,25.35,-11.78,6.18,14.9,20.34,24.06,66.79,144.46,164.44,112.42,78.61,64.37,6.34,1.29,2.65,4.14,2.73,1.64,31.72,-12.01,367.73,0.01586
Baise,107.5,25.0,2011,10,2011-10,2.551,7.277,10.175,12.666,14.92,0.002372,0.002462,0.003143,0.003795,0.002581,-51.74,-6.19,7.63,13.67,17.24,21.01,-14.23,3.93,11.63,16.25,20.04,265.45,252.12,236.93,108.67,72.98,52.18,18.65,9.12,3.32,3.03,2.94,1.7,27.79,-4.74,254.7,0.014354
Baise,107.5,25.0,2011,11,2011-11,0.727,4.234,8.647,11.087,12.945,0.000945,0.002537,0.002805,0.002563,0.001524,-52.05,-9.23,4.76,12.41,16.17,19.8,-28.57,-3.48,9.23,14.21,17.81,256.88,249.62,232.95,159.0,120.18,127.96,32.52,12.75,5.88,3.18,2.27,1.15,22.63,-2.88,397.6,0.010374
Baise,107.5,25.0,2011,12,2011-12,0.692,3.746,4.805,5.17,5.878,0.001772,0.004615,0.00119,0.002154,0.001647,-51.98,-6.33,2.16,4.77,7.05,10.07,-29.1,-5.1,0.88,3.08,6.02,263.24,267.1,260.04,112.77,71.3,58.39,38.93,25.11,12.08,2.43,4.09,2.75,4.73,16.25,485.94,0.011378
Baise,107.5,25.0,2012,1,2012-01,0.605,3.264,6.019,6.218,7.425,0.00196,0.005967,0.002469,0.002093,0.002055,-52.11,-8.27,2.76,4.93,6.68,10.34,-30.53,-6.89,4.02,5.7,9.41,253.56,261.89,257.93,188.43,100.12,84.08,46.44,31.77,17.93,4.02,3.3,2.71,7.57,11.33,113.21,0.014544
Baise,107.5,25.0,2012,2,2012-02,0.309,3.713,7.083,7.351,8.848,0.000896,0.006854,0.004468,0.002691,0.00253,-52.14,-8.58,5.08,7.84,9.97,13.9,-37.38,-5.21,6.34,8.11,12.01,254.81,265.91,255.54,191.09,127.19,110.89,44.84,28.43,18.1,6.19,3.59,2.8,12.46,5.82,187.61,0.017439
Baise,107.5,25.0,2012,3,2012-03,0.542,4.62,8.61,9.755,11.789,0.001325,0.007118,0.005146,0.003551,0.003048,-51.66,-8.2,6.05,12.14,15.2,19.33,-31.68,-2.31,9.17,12.28,16.37,254.78,262.45,250.35,186.76,138.41,124.88,40.87,23.98,15.11,5.86,3.57,2.54,21.14,-1.5,371.68,0.020188
Baise,107.5,25.0,2012,4,2012-04,1.109,5.989,11.386,13.675,16.354,0.002031,0.007197,0.005948,0.00362,0.003095,-52.8,-7.58,8.5,16.84,20.5,24.66,-23.95,1.22,13.31,17.43,21.49,261.59,261.81,254.4,197.73,150.97,124.46,40.08,17.96,11.78,5.12,2.6,1.86,30.45,-12.2,440.71,0.021892
Baise,107.5,25.0,2012,5,2012-05,3.313,9.038,14.203,17.449,20.74,0.002894,0.006308,0.006653,0.004871,0.004663,-50.1,-3.86,10.86,18.45,22.48,26.6,-11.0,7.01,16.68,21.25,25.31,275.34,252.47,234.03,167.81,123.23,100.19,10.32,8.57,6.84,4.59,2.74,2.2,35.14,-17.1,221.25,0.025389
Baise,107.5,25.0,2012,6,2012-06,4.58,10.093,15.118,19.142,22.576,0.002354,0.00313,0.003909,0.003925,0.004626,-48.48,-2.38,11.41,19.61,23.66,27.68,-6.89,8.61,17.64,22.72,26.69,330.25,271.25,246.55,138.2,102.93,81.99,7.96,5.04,3.04,2.54,2.01,2.01,36.83,-19.12,245.87,0.017945
Baise,107.5,25.0,2012,7,2012-07,3.451,9.452,15.697,19.913,23.263,0.000933,0.004536,0.009301,0.00702,0.006039,-48.35,-2.48,11.94,20.36,24.61,28.5,-10.49,7.66,18.23,23.35,27.19,56.68,157.6,195.28,176.55,152.99,134.68,13.0,2.65,4.71,5.81,3.46,2.55,36.78,-20.0,266.82,0.027828
Baise,107.5,25.0,2012,8,2012-08,3.248,8.208,13.93,19.358,22.399,0.001194,0.00272,0.004686,0.003632,0.003295,-48.51,-2.74,11.33,20.57,24.53,28.25,-11.25,5.63,16.38,22.9,26.56,70.34,70.06,65.64,83.91,65.94,57.74,9.01,3.61,3.25,3.3,1.84,1.44,33.99,-17.45,523.81,0.015526
Baise,107.5,25.0,2012,9,2012-09,3.456,8.332,11.88,15.655,18.285,0.001526,0.002215,0.003015,0.003668,0.002935,-50.65,-3.92,9.61,16.77,20.68,24.42,-10.47,5.85,13.96,19.54,23.27,344.32,266.29,240.09,114.2,69.36,51.97,7.62,4.33,2.61,2.49,2.3,1.57,30.88,-9.69,351.8,0.013359
Baise,107.5,25.0,2012,10,2012-10,1.866,7.203,11.312,14.049,16.517,0.001894,0.0041,0.004094,0.002903,0.002054,-51.6,-4.94,8.08,14.81,18.88,22.67,-17.97,3.79,13.22,17.85,21.65,266.34,260.23,244.54,157.12,112.64,97.07,14.74,9.95,5.58,3.55,2.03,1.22,28.68,-7.37,199.01,0.015045
Baise,107.5,25.0,2012,11,2012-11,0.97,5.089,9.136,10.488,12.531,0.002207,0.006981,0.00482,0.002797,0.002166,-52.55,-7.8,6.6,11.84,14.16,18.04,-25.44,-1.01,10.04,13.38,17.31,268.37,265.35,257.03,203.34,146.07,124.91,45.69,22.31,13.45,5.17,2.62,1.69,22.07,-2.07,225.25,0.018971
Baise,107.5,25.0,2012,12,2012-12,0.432,3.58,6.571,7.271,8.553,0.001231,0.005153,0.002524,0.001475,0.001196,-52.68,-8.27,3.41,7.12,9.11,12.62,-34.02,-5.69,5.27,7.95,11.5,265.81,270.0,259.1,200.84,122.89,97.54,52.71,27.94,14.11,3.77,1.99,1.37,11.56,8.01,231.65,0.011578
Baise,107.5,25.0,2013,1,2013-01,0.353,3.336,5.904,6.401,7.57,0.001063,0.004912,0.002278,0.001338,0.001231,-52.37,-8.75,2.66,5.68,7.73,11.2,-36.05,-6.61,3.75,6.11,9.69,257.27,265.98,259.99,200.25,122.45,97.93,51.93,29.54,14.44,3.78,2.05,1.6,8.91,10.42,241.02,0.010823
Baise,107.5,25.0,2013,2,2013-02,0.73,4.002,8.656,9.25,11.178,0.001764,0.006729,0.006544,0.00385,0.003349,-52.6,-7.39,7.65,11.46,14.03,18.11,-28.53,-4.23,9.25,11.49,15.55,252.66,261.34,256.6,208.43,167.84,153.52,38.99,23.7,16.49,7.41,4.08,2.94,16.22,-0.15,276.85,0.022236
Baise,107.5,25.0,2013,3,2013-03,0.773,5.158,9.014,10.779,12.892,0.001442,0.005743,0.004028,0.002753,0.002089,-50.7,-10.12,6.16,13.28,16.95,20.98,-27.91,-0.83,9.84,13.79,17.75,260.91,265.39,256.33,193.59,146.56,130.41,44.05,18.29,10.92,4.38,2.5,1.59,26.25,-5.48,430.15,0.016055
Baise,107.5,25.0,2013,4,2013-04,1.337,6.146,10.741,12.776,15.374,0.002452,0.006935,0.004528,0.003115,0.0027,-50.97,-7.9,8.15,14.57,18.07,22.28,-21.84,1.57,12.44,16.38,20.51,261.77,266.49,260.69,192.86,145.05,123.87,43.92,17.98,11.07,4.13,2.39,1.72,28.33,-8.7,266.22,0.01973
Baise,107.5,25.0,2013,5,2013-05,2.787,7.374,13.239,16.966,20.217,0.003041,0.005637,0.005863,0.004404,0.00374,-49.18,-4.76,10.15,17.94,21.7,25.87,-13.15,4.12,15.6,20.8,24.9,273.29,258.85,250.11,199.64,161.21,126.93,17.79,10.7,7.5,4.34,2.55,1.81,32.27,-15.07,292.24,0.022685
Baise,107.5,25.0,2013,6,2013-06,3.8,8.475,14.701,18.883,22.238,0.00066,0.002281,0.005839,0.005162,0.004845,-48.54,-2.77,11.92,19.68,23.84,27.85,-9.28,6.09,17.21,22.5,26.45,32.04,237.71,231.31,174.99,148.27,125.48,3.66,1.7,2.64,3.89,2.68,2.14,33.83,-18.52,308.71,0.018787
Baise,107.5,25.0,2013,7,2013-07,3.445,8.994,15.462,19.475,22.829,0.001269,0.005805,0.012335,0.009171,0.00756,-48.07,-2.6,11.79,20.24,24.48,28.42,-10.52,6.94,17.99,23.0,26.88,70.7,156.34,199.67,183.37,162.74,152.09,15.95,3.61,6.33,7.82,4.62,3.25,35.98,-20.0,281.09,0.03614
Baise,107.5,25.0,2013,8,2013-08,3.75,8.717,14.248,19.291,22.482,0.001189,0.002266,0.003254,0.001856,0.00198,-48.91,-3.34,11.5,20.39,24.31,28.15,-9.45,6.49,16.73,22.85,26.63,78.18,117.39,124.94,131.02,102.86,69.68,5.91,3.11,2.55,2.24,0.94,0.86,35.45,-18.67,457.88,0.010546
Baise,107.5,25.0,2013,9,2013-09,2.839,7.359,11.707,16.021,18.743,0.000262,0.001028,0.003467,0.003571,0.003077,-50.05,-3.97,9.91,17.48,21.27,25.09,-12.92,4.09,13.73,19.9,23.67,343.02,200.04,129.97,86.84,49.83,26.57,3.36,0.9,1.37,2.9,2.19,1.61,29.36,-10.01,468.35,0.011405
Baise,107.5,25.0,2013,10,2013-10,2.331,5.587,8.512,11.271,13.041,0.002169,0.00118,0.002698,0.003568,0.002626,-51.55,-6.17,6.88,13.62,17.39,20.94,-15.32,0.26,9.0,14.46,17.93,270.71,267.8,264.18,71.62,46.17,23.58,17.05,9.13,2.07,3.11,3.1,1.97,22.17,-0.65,577.77,0.012242
Baise,107.5,25.0,2013,11,2013-11,0.874,5.017,7.699,9.409,10.983,0.001552,0.003859,0.00217,0.002142,0.00112,-52.04,-7.53,4.86,10.71,14.04,17.6,-26.58,-1.2,7.54,11.75,15.28,267.26,270.03,252.89,143.09,92.82,78.47,35.95,17.41,7.54,2.76,2.23,1.0,19.72,2.71,396.36,0.010843
Baise,107.5,25.0,2013,12,2013-12,0.561,3.038,4.314,4.98,5.751,0.001497,0.002589,0.001297,0.001671,0.001157,-51.53,-9.22,0.85,4.0,7.01,10.27,-31.32,-7.82,-0.59,2.56,5.7,261.39,269.91,272.26,72.43,58.29,45.62,50.68,26.17,8.36,2.95,3.29,1.97,3.96,15.2,574.28,0.008211
Baise,107.5,25.0,2014,1,2014-01,0.396,2.63,5.188,5.993,7.048,0.00104,0.002857,0.00181,0.001404,0.001136,-52.01,-9.43,3.04,6.81,10.13,13.65,-34.9,-9.66,1.94,5.17,8.64,259.09,274.21,265.48,181.17,134.82,124.69,45.9,25.76,10.65,3.42,2.3,1.58,5.48,10.38,608.45,0.008248
Baise,107.5,25.0,2014,2,2014-02,0.51,3.798,6.586,7.205,8.64,0.001469,0.005914,0.003504,0.002455,0.002344,-51.94,-7.76,3.53,7.5,10.01,13.88,-32.31,-4.92,5.3,7.82,11.65,268.42,272.17,257.71,186.93,132.33,117.05,46.1,28.24,15.27,5.22,3.34,2.66,12.11,8.13,275.13,0.015686
Baise,107.5,25.0,2014,3,2014-03,0.795,5.198,9.151,10.376,12.593,0.00186,0.008064,0.00487,0.002915,0.002453,-51.26,-10.25,6.16,11.64,14.61,18.8,-27.61,-0.72,10.06,13.21,17.39,261.23,266.8,256.93,197.39,140.3,117.77,47.77,22.95,15.21,5.22,2.76,1.91,25.07,-4.37,197.21,0.020162
Baise,107.5,25.0,2014,4,2014-04,1.071,6.43,12.113,14.354,17.317,0.00172,0.007083,0.007345,0.005091,0.004146,-51.44,-6.87,8.73,15.48,19.24,23.48,-24.34,2.2,14.25,18.18,22.4,259.9,262.08,253.54,186.37,149.6,135.34,34.85,15.75,10.8,5.95,3.48,2.35,30.07,-11.93,153.64,0.025385
Baise,107.5,25.0,2014,5,2014-05,2.371,8.548,14.232,17.511,20.736,0.002563,0.007998,0.007385,0.004665,0.004531,-50.92,-4.26,10.5,18.09,21.99,26.05,-15.12,6.21,16.71,21.3,25.31,278.24,262.85,246.9,194.34,154.61,115.13,16.13,10.6,9.18,5.09,2.61,2.14,34.78,-17.21,172.28,0.027142
Baise,107.5,25.0,2014,6,2014-06,4.389,10.497,15.577,19.635,23.082,0.001987,0.004164,0.00444,0.003915,0.004545,-47.87,-2.13,12.17,19.88,24.09,28.08,-7.44,9.18,18.11,23.13,27.06,312.59,250.67,231.16,153.89,123.53,91.78,4.2,4.44,3.89,2.8,1.96,1.93,37.13,-20.0,221.67,0.019051
Baise,107.5,25.0,2014,7,2014-07,3.804,9.408,14.72,20.111,23.434,0.001126,0.00401,0.006684,0.005332,0.004441,-48.36,-2.56,11.96,20.75,24.83,28.68,-9.26,7.59,17.23,23.51,27.31,36.42,171.28,176.02,165.43,151.27,124.03,4.31,2.9,4.18,4.45,2.6,1.86,36.17,-19.46,440.09,0.021594
Baise,107.5,25.0,2014,8,2014-08,3.609,9.26,14.099,19.122,22.402,0.000505,0.002312,0.004157,0.003516,0.003218,-48.82,-2.53,11.35,19.77,23.84,27.75,-9.93,7.36,16.57,22.7,26.57,56.64,177.91,192.5,166.4,151.87,116.57,8.8,1.37,2.45,2.89,1.8,1.41,34.88,-16.85,400.54,0.013706
Baise,107.5,25.0,2014,9,2014-09,2.7397,8.1865,13.2808,17.8922,20.9017,0.000682,0.002062,0.004842,0.003963,0.003567,-50.1,-3.2,11.04,18.9,23.03,26.86,-13.36,5.6,15.65,21.65,25.44,80.71,194.62,184.75,148.89,117.86,106.42,4.71,2.44,2.47,3.58,2.17,1.67,32.3,-14.58,406.91,0.015116
Baise,107.5,25.0,2014,10,2014-10,1.7591,5.4336,10.6319,14.0388,16.2996,0.00153,0.001877,0.002963,0.002698,0.001636,-51.57,-5.72,8.26,15.33,19.45,23.06,-18.67,-0.12,12.29,17.84,21.44,261.23,257.99,248.51,150.18,110.6,99.29,16.97,8.53,3.39,2.73,1.88,0.98,24.95,-7.0,379.88,0.010704
Baise,107.5,25.0,2014,11,2014-11,0.7074,5.3503,8.6512,10.3229,12.2563,0.001422,0.005655,0.003039,0.002253,0.001823,-52.26,-6.96,4.7,10.46,13.71,17.51,-28.87,-0.33,9.24,13.14,16.97,273.68,268.52,251.89,181.01,118.31,95.74,38.7,19.72,10.37,3.44,2.14,1.46,21.62,1.25,152.46,0.014192
Baise,107.5,25.0,2014,12,2014-12,0.6334,3.3781,4.6574,5.2323,6.0456,0.001653,0.003815,0.00097,0.001595,0.00121,-52.68,-6.81,2.88,5.01,7.05,10.33,-30.04,-6.45,0.45,3.25,6.42,264.93,271.34,264.13,112.43,68.8,50.28,44.37,25.59,11.08,2.04,2.99,1.96,2.95,15.89,569.67,0.009242
Baise,107.5,25.0,2015,1,2015-01,0.9197,3.505,5.9157,6.7504,8.0135,0.002281,0.004075,0.001918,0.001631,0.001238,-52.73,-9.83,3.49,6.61,9.89,13.58,-26.02,-5.97,3.78,6.88,10.53,251.97,264.75,260.76,179.03,126.81,116.88,44.98,24.32,11.4,3.18,2.37,1.51,10.75,8.46,353.32,0.011142
Baise,107.5,25.0,2015,2,2015-02,0.4358,3.7861,7.3911,8.831,10.5347,0.001012,0.005041,0.004301,0.00278,0.00223,-52.53,-11.73,2.59,9.04,12.2,16.04,-33.93,-4.96,6.95,10.8,14.64,258.57,266.78,258.16,200.58,152.86,132.25,59.06,22.78,13.06,5.71,3.09,2.08,20.18,0.82,261.63,0.015363
Baise,107.5,25.0,2015,3,2015-03,0.7161,4.9357,9.8148,11.2682,13.6977,0.001517,0.007512,0.00675,0.003976,0.003268,-54.09,-7.76,7.4,13.15,16.23,20.48,-28.74,-1.42,11.1,14.46,18.69,260.0,266.14,255.65,199.81,154.77,136.23,40.11,20.77,14.93,6.74,3.46,2.34,23.18,-4.93,256.45,0.023023
Baise,107.5,25.0,2015,4,2015-04,1.5832,5.6888,9.0927,11.1648,13.3562,0.002795,0.006288,0.003934,0.002347,0.001885,-51.99,-7.68,7.77,15.57,19.44,23.57,-19.89,0.51,9.96,14.32,18.3,272.79,264.67,258.61,208.51,172.64,156.96,39.36,17.31,10.84,4.24,2.06,1.38,25.95,-5.43,700.12,0.017248
Baise,107.5,25.0,2015,5,2015-05,2.8066,8.9562,14.8131,18.2509,21.5884,0.003461,0.008186,0.007589,0.004921,0.0045,-50.1,-3.64,11.1,18.94,22.74,26.79,-13.06,6.88,17.33,21.96,25.96,266.22,262.24,250.09,196.63,156.03,112.48,18.33,12.09,8.96,5.02,2.64,2.04,35.69,-18.91,201.59,0.028656
Baise,107.5,25.0,2015,6,2015-06,3.8415,10.0662,16.4719,20.2747,23.7665,0.002237,0.008426,0.011947,0.008713,0.006825,-48.28,-2.03,12.43,20.51,24.67,28.62,-9.14,8.57,18.98,23.64,27.54,7.26,240.03,237.73,199.33,170.7,144.55,2.02,5.71,8.21,7.11,4.21,2.82,37.66,-20.0,191.65,0.038148
Baise,107.5,25.0,2015,7,2015-07,4.1561,8.8061,14.1763,18.5094,21.5619,0.001009,0.000797,0.002618,0.002301,0.003195,-48.4,-2.42,11.13,19.64,23.64,27.47,-8.14,6.64,16.65,22.19,25.94,295.04,263.56,34.04,79.48,75.75,62.47,4.85,2.38,0.89,1.81,1.22,1.45,34.22,-16.81,373.59,0.00992
Baise,107.5,25.0,2015,8,2015-08,3.9303,8.8881,14.1506,18.7644,21.7568,0.000994,0.001511,0.002625,0.00208,0.002667,-49.41,-3.19,10.94,19.81,23.91,27.65,-8.85,6.77,16.62,22.4,26.09,2.94,266.25,224.53,157.7,111.64,84.53,8.55,2.48,1.67,1.82,1.09,1.2,35.46,-17.69,398.08,0.009878
Baise,107.5,25.0,2015,9,2015-09,3.525,9.8404,14.2364,17.5769,20.6637,0.001064,0.003689,0.004433,0.003409,0.003338,-49.77,-2.88,10.82,18.19,22.11,26.03,-10.23,8.24,16.72,21.36,25.25,13.43,247.1,231.29,156.4,111.68,88.04,4.65,2.96,3.68,3.05,1.9,1.58,35.2,-15.94,184.51,0.015934
Baise,107.5,25.0,2015,10,2015-10,2.1988,6.6231,10.2665,13.5449,15.651,0.001725,0.001753,0.002414,0.002824,0.002082,-50.63,-5.33,7.99,15.23,19.15,22.67,-16.02,2.61,11.76,17.28,20.79,254.85,260.85,246.45,106.94,70.63,41.99,18.85,7.69,2.6,2.31,2.04,1.3,26.95,-5.62,433.67,0.010798
Baise,107.5,25.0,2015,11,2015-11,1.1349,5.1299,10.1833,12.1623,14.3147,0.002013,0.005694,0.006312,0.004071,0.002719,-52.66,-7.11,6.74,12.86,15.94,19.66,-23.69,-0.9,11.65,15.63,19.39,276.14,261.52,248.12,193.09,148.09,131.66,36.86,17.4,10.88,6.08,3.28,1.86,23.98,-4.89,152.26,0.02081
Baise,107.5,25.0,2015,12,2015-12,0.9413,3.9744,6.2607,6.8653,8.0537,0.002593,0.005315,0.00112,0.001548,0.00148,-52.46,-9.4,2.89,6.32,8.53,12.03,-25.77,-4.32,4.58,7.12,10.61,260.53,261.09,255.41,183.06,77.45,56.13,49.2,27.02,13.11,1.75,2.21,1.8,13.08,8.36,216.89,0.012056
Baise,107.5,25.0,2016,1,2016-01,0.6149,3.3394,6.398,6.8417,8.0372,0.001766,0.004995,0.002036,0.001767,0.001716,-51.44,-11.95,1.36,5.71,8.15,11.69,-30.35,-6.6,4.89,7.07,10.58,261.21,258.6,252.31,192.32,100.27,81.63,59.78,28.16,14.67,3.12,2.53,2.09,14.59,6.05,102.36,0.012279
Baise,107.5,25.0,2016,2,2016-02,0.5343,3.4706,4.3232,4.9212,5.8688,0.001551,0.003894,0.000532,0.001067,0.000942,-52.4,-7.65,1.09,5.69,8.73,12.5,-31.83,-6.1,-0.57,2.39,5.99,268.54,274.17,265.92,114.31,64.82,56.28,51.49,28.47,11.0,1.21,2.13,1.57,5.58,15.22,781.9,0.007985
Baise,107.5,25.0,2016,3,2016-03,0.7994,4.9402,8.446,9.4132,11.3303,0.001779,0.006455,0.003284,0.002559,0.002395,-51.46,-10.07,5.48,11.24,14.57,18.66,-27.55,-1.41,8.89,11.75,15.76,269.34,270.71,265.61,196.21,136.05,121.53,54.9,21.82,12.81,3.81,2.67,2.07,23.31,-2.13,294.81,0.016471
Baise,107.5,25.0,2016,4,2016-04,1.5769,6.7336,11.9088,14.2343,17.0989,0.002723,0.009098,0.006049,0.003599,0.0029,-52.05,-7.33,8.9,16.56,19.97,24.18,-19.94,2.84,13.99,18.05,22.2,263.75,263.5,257.35,202.96,154.84,124.34,37.49,16.94,13.25,4.98,2.48,1.66,31.83,-12.96,320.73,0.02437
Baise,107.5,25.0,2016,5,2016-05,2.8875,7.926,13.4601,16.7382,19.8818,0.003306,0.006812,0.006832,0.00498,0.004144,-49.8,-4.09,10.94,18.09,21.82,25.92,-12.71,5.14,15.86,20.59,24.62,273.57,255.62,248.78,193.51,157.63,134.07,25.39,11.23,8.43,4.98,2.92,2.04,32.24,-15.1,279.27,0.026074
Baise,107.5,25.0,2016,6,2016-06,3.642,9.0448,15.2281,19.5627,22.9269,0.002352,0.006092,0.008323,0.0067,0.005268,-48.79,-2.68,11.97,20.34,24.37,28.31,-9.82,7.02,17.75,23.07,26.95,328.87,245.2,234.98,199.76,172.29,144.35,4.27,6.33,6.6,5.36,3.36,2.25,35.83,-20.0,323.36,0.028734
Baise,107.5,25.0,2016,7,2016-07,3.5175,9.0286,15.1433,20.3169,23.6098,0.001137,0.005211,0.010412,0.008754,0.006856,-48.55,-2.69,12.52,21.4,25.24,29.05,-10.25,7.0,17.67,23.68,27.43,51.96,188.51,217.4,197.28,177.17,159.56,8.05,3.17,5.66,6.74,4.23,2.85,36.23,-20.0,466.49,0.032371
Baise,107.5,25.0,2016,8,2016-08,3.6469,9.8685,14.6965,19.7817,22.9998,0.001798,0.004129,0.005646,0.003945,0.003818,-47.86,-2.01,11.93,20.72,24.66,28.47,-9.8,8.28,17.2,23.25,27.0,83.2,83.04,68.8,75.03,49.65,42.35,8.1,4.84,4.1,3.77,1.96,1.63,36.28,-18.81,438.93,0.019336
Baise,107.5,25.0,2016,9,2016-09,3.2706,8.1732,12.5437,16.3552,19.0797,0.000793,0.00149,0.005064,0.004909,0.003839,-49.65,-2.75,9.96,17.92,22.13,25.94,-11.17,5.57,14.78,20.22,23.96,320.29,279.85,5.24,60.46,41.64,31.9,4.55,2.38,1.79,3.96,2.94,1.97,31.06,-11.3,392.59,0.016094
Baise,107.5,25.0,2016,10,2016-10,2.2158,7.2179,11.9797,14.5661,17.0933,0.001205,0.002178,0.004536,0.0045,0.003115,-50.02,-3.88,9.41,16.15,19.89,23.72,-15.93,3.82,14.08,18.41,22.19,247.5,232.04,224.14,115.4,78.45,64.21,6.3,5.33,2.96,3.71,3.03,1.79,28.52,-9.28,258.72,0.015534
Baise,107.5,25.0,2016,11,2016-11,1.2351,5.0422,8.8806,10.3274,12.1507,0.002019,0.005471,0.002949,0.001945,0.00147,-51.5,-6.37,7.38,11.2,13.63,17.26,-22.74,-1.14,9.62,13.14,16.83,265.15,259.21,245.83,184.53,120.51,99.09,33.93,16.03,10.64,3.26,1.85,1.19,18.69,0.58,197.86,0.013854
Baise,107.5,25.0,2016,12,2016-12,0.3297,3.911,6.285,7.5081,8.7871,0.000622,0.004002,0.001632,0.00177,0.001359,-51.27,-7.28,3.98,8.74,11.39,14.86,-36.74,-4.53,4.63,8.42,11.91,261.01,266.83,252.36,174.27,103.44,87.04,42.48,18.5,10.03,2.55,2.31,1.52,12.14,8.17,513.08,0.009384
Baise,107.5,25.0,2017,1,2017-01,0.9414,4.0194,7.2018,8.0094,9.4321,0.002442,0.005888,0.003142,0.001993,0.001623,-52.35,-8.32,4.71,8.57,11.53,15.17,-25.77,-4.17,6.58,9.36,12.97,249.96,258.71,252.73,189.07,125.57,105.27,45.55,25.43,14.37,4.28,2.44,1.69,14.58,5.12,248.58,0.015087
Baise,107.5,25.0,2017,2,2017-02,0.5,4.0903,6.4701,7.356,8.9301,0.001163,0.005001,0.002462,0.001943,0.001913,-50.61,-10.53,3.38,7.42,11.01,15.11,-32.51,-3.94,5.05,8.12,12.15,254.81,270.13,257.84,176.19,120.13,105.58,47.0,22.81,11.99,3.73,2.59,2.1,15.68,5.69,297.33,0.012483
